"","Name","is_w","is_u","is_b","is_r","is_g","is_a","is_l"
"290","Ancient Runes","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"291","Ancient Silverback","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"292","Ancient Spider","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"293","Ancient Tomb","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"294","Ancient Ziggurat","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"295","Andradite Leech","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"296","Angelfire Crusader","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"297","Angelheart Vial","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"298","Angelic Accord","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"299","Angelic Armaments","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"300","Angelic Benediction","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"301","Angelic Blessing","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"302","Angelic Captain","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"303","Angelic Chorus","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"304","Angelic Curator","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"305","Angelic Edict","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"306","Angelic Field Marshal","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"307","Angelic Gift","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"308","Angelic Overseer","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"309","Angelic Page","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"310","Angelic Protector","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"311","Angelic Purge","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"312","Angelic Shield","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"313","Angelic Skirmisher","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"314","Angelic Wall","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"315","Angel of Despair","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"316","Angel of Finality","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"317","Angel of Flight Alabaster","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"318","Angel of Glory's Rise","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"319","Angel of Jubilation","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"320","Angel of Mercy","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"321","Angel of Renewal","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"322","Angel of Retribution","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"323","Angel of the Dire Hour","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"324","Angel of the God-Pharaoh","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"325","Angel's Feather","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"326","Angel's Herald","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"327","Angel's Mercy","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"328","Angelsong","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"329","Angel's Tomb","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"330","Anger","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"331","Anger of the Gods","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"332","Angler Drake","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"333","Angrath's Ambusher","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"334","Angrath's Marauders","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"335","Anguished Unmaking","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"336","Angus Mackenzie","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"337","An-Havva Constable","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"338","An-Havva Inn","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"339","An-Havva Township","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"340","Animal Boneyard","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"341","Animate Land","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"342","Animate Library","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"343","Animate Wall","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"344","Animation Module","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"345","Ankh of Mishra","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"346","Ankle Shanker","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"347","Annex","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"348","Annihilate","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"349","Annihilating Fire","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"350","Annul","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"351","Anodet Lurker","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"352","Anointed Deacon","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"353","Anointed Procession","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"354","Anointer of Champions","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"355","Anowon, the Ruin Sage","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"356","Anthousa, Setessan Hero","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"357","Anthroplasm","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"358","Anticipate","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"359","Antler Skulkin","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"360","Ant Queen","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"361","Anurid Barkripper","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"362","Anurid Brushhopper","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"363","Anurid Murkdiver","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"364","Anurid Scavenger","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"365","Anurid Swarmsnapper","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"366","Anvilwrought Raptor","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"367","An-Zerrin Ruins","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"368","Apes of Rath","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"369","Aphetto Alchemist","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"370","Aphetto Dredging","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"371","Aphetto Grifter","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"372","Aphetto Runecaster","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"373","Aphotic Wisps","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"374","Apocalypse","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"375","Apocalypse Chime","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"376","Apothecary Geist","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"377","Apothecary Initiate","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"378","Appetite for Brains","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"379","Appetite for the Unnatural","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"380","Apprentice Necromancer","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"381","Aquamoeba","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"382","Aquitect's Will","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"383","Aquus Steed","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"384","Araba Mothrider","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"385","Arachnogenesis","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"386","Arachnoid","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"387","Aradara Express","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"388","Arashin Cleric","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"389","Arashin Foremost","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"390","Arashin Sovereign","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"391","Arbalest Elite","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"392","Arbiter of Knollridge","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"393","Arbor Armament","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"394","Arborback Stomper","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"395","Arbor Elf","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"396","Arcane Flight","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"397","Arcane Laboratory","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"398","Arcane Melee","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"399","Arcane Sanctum","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"400","Arcane Spyglass","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"401","Arcane Teachings","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"402","Arcanis the Omnipotent","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"403","Arcanum Wings","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"404","Arcbond","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"405","Arcbound Bruiser","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"406","Arcbound Ravager","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"407","Arcbound Worker","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"408","Archaeomancer","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"409","Archangel","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"410","Archangel of Thune","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"411","Archangel's Light","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"412","Archdemon of Unx","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"413","Archers of Qarsi","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"414","Archers' Parapet","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"415","Archetype of Aggression","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"416","Archetype of Courage","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"417","Archetype of Endurance","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"418","Archetype of Finality","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"419","Archetype of Imagination","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"420","Archfiend of Depravity","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"421","Architect of the Untamed","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"422","Architects of Will","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE"
"423","Archivist","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"424","Archon of Justice","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"425","Archon of Redemption","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"426","Archweaver","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"427","Archwing Dragon","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"428","Arc Lightning","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"429","Arc Runner","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"430","Arc-Slogger","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"431","Arctic Flats","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"432","Arctic Foxes","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"433","Arctic Wolves","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"434","Arc Trail","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"435","Arcum Dagsson","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"436","Arcum's Sleigh","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"437","Ardent Militia","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"438","Ardent Recruit","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"439","Arena Athlete","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"440","Arenson's Aura","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"441","Argent Mutation","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"442","Argent Sphinx","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"443","Argentum Armor","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"444","Argivian Archaeologist","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"445","Argivian Blacksmith","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"446","Argivian Find","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"447","Argivian Restoration","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"448","Argothian Elder","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"449","Argothian Pixies","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"450","Argothian Swine","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"451","Argothian Treefolk","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"452","Arguel's Blood Fast","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"453","Temple of Aclazotz","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"454","Arjun, the Shifting Flame","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"455","Ark of Blight","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"456","Armada Wurm","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"457","Armadillo Cloak","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"458","Armageddon","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"459","Armament Corps","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"460","Armament Master","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"461","Armed Response","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"462","Armillary Sphere","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"463","Armistice","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"464","Armorcraft Judge","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"465","Armored Ascension","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"466","Armored Cancrix","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"467","Armored Galleon","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"468","Armored Griffin","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"469","Armored Pegasus","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"470","Armored Skaab","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"471","Armored Transport","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"472","Armored Warhorse","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"473","Armored Wolf-Rider","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"474","Armorer Guildmage","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"475","Armor of Faith","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"476","Armor Sliver","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"477","Armor Thrull","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"478","Armory Automaton","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"479","Armory Guard","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"480","Armory of Iroas","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"481","Arms Dealer","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"482","Arm with Aether","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"483","Army Ants","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"484","Army of Allah","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"485","Army of the Damned","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"486","Arnjlot's Ascent","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"487","Arrest","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"488","Arrogant Bloodlord","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"489","Arrogant Vampire","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"490","Arrogant Wurm","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"491","Arrows of Justice","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"492","Arrow Storm","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"493","Arterial Flow","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"494","Artful Dodge","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"495","Artful Looter","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"496","Artifact Blast","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"497","Artifact Mutation","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"498","Artifact Possession","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"499","Artificer's Epiphany","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"500","Artificer's Hex","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"501","Artillerize","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"502","Artisan's Sorrow","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"503","Arvad the Cursed","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"504","Ascendant Evincar","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"505","Ascended Lawmage","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"506","Asceticism","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"507","Asha's Favor","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"508","Ashcoat Bear","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"509","Ashen Firebeast","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"510","Ashen Monstrosity","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"511","Ashenmoor Cohort","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"512","Ashenmoor Gouger","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"513","Ashenmoor Liege","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"514","Ashen Powder","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"515","Ashen Rider","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"516","Ashen-Skin Zubera","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"517","Ashes of the Abhorrent","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"518","Ashes of the Fallen","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"519","Ashes to Ashes","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"520","Ashiok's Adept","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"521","Ashling, the Extinguisher","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"522","Ashmouth Hound","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"523","Ashnod's Altar","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"524","Ashnod's Battle Gear","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"525","Ashnod's Coupon","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"526","Ashnod's Cylix","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"527","Ashnod's Transmogrant","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"528","Ash Zealot","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"529","Asmira, Holy Avenger","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"530","Aspect of Gorgon","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"531","Aspect of Hydra","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"532","Asphodel Wanderer","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"533","Asphyxiate","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"534","Assassinate","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"535","Assassin's Strike","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"536","Assault Griffin","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"537","Assault Strobe","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"538","Assault Zeppelid","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"539","Assembled Alphas","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"540","Assembly-Worker","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"541","Assquatch","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"542","Ass Whuppin'","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"543","Astral Slide","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"544","Asylum Visitor","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"545","Atalya, Samite Master","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"546","Atarka Beastbreaker","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"547","Atarka Monument","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"548","Atarka, World Render","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"549","Atinlay Igpay","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"550","Atog","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"551","Atogatog","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"552","Attended Knight","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"553","Attrition","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"554","Attunement","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"555","Attune with Aether","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"556","Atzocan Archer","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"557","Atzocan Seer","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"558","Audacious Infiltrator","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"559","Auger Spree","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"560","Augmenting Automaton","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"561","Augur il-Vec","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"562","Augur of Skulls","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"563","Augury Adept","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"564","Auntie's Hovel","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE"
"565","Aura Blast","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"566","Aura Extraction","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"567","Aura Finesse","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"568","Aura Flux","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"569","Aura Fracture","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"570","Aura Gnarlid","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"571","Aura Graft","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"572","Auramancer","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"573","Auramancer's Guise","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
